DamName,DamType,Province,DamLink,DamDescription
云霄抽水蓄能电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=2043,No description
回龙水电站,注册电站2座,河南省,http://www.dam.com.cn/damView/view.jsp?id=1183,"<td class=""nr3"" align=""left""><div>      回龙抽水蓄能电站位于河南省南阳市南召县城东北16km岳庄，枢纽由上库、下库、引水发电系统及地下厂房等组成，工程总装机容量120MW，为三等工程，上库坝、下库坝等主要建筑物为3级，设计洪水重现期为50年，校核洪水重现期为500年。上库工程包括主坝、副坝、引水发电系统进/出水口等建筑物，坝址上游集水面积0.144km<sup>2</sup>，正常蓄水位899.00m，校核洪水位899.40m，正常蓄水位以下库容118万m<sup>3</sup>。主坝为碾压混凝土重力坝，坝顶高程900.00 m，最大坝高54.0m；副坝位于左岸库尾西南部单薄的分水岭山梁鞍部，为混凝土重力坝，最大坝高14.0m，坝顶高程900.00m；上库进/出水口位于主坝前左岸，采用岸塔式布置；库盆采用混凝土板结合喷混凝土的防渗方式。下水库坝址以上控制流域面积8.625km<sup>2</sup>，正常蓄水位502.00m，校核洪水位506.40m，水库总库容168万m<sup>3</sup>。下库大坝为碾压混凝土重力坝，坝顶高程507.30m，最大坝高53.3m，共分6个坝段，其中2号坝段布置电站尾水洞，3号坝段为溢流及泄洪排沙底孔坝段，其余均为挡水坝段。溢流坝段采用无闸门控制的表面自由溢流，堰顶高程502.00m，溢流堰净宽16.0m，采用挑流消能，坝下游设长10m的钢筋混凝土护坦。泄洪排沙底孔布置在溢流坝左侧，采用短压力进口段紧接明流段布置方式，进口设有平板工作闸门和事故检修门各一扇，工作闸门孔口尺寸2.5m×3.5m（宽×高），事故检修门孔口尺寸2.5m×4.4m（宽×高），底坎高程467.00m。</div>
<p>      工程于2003年6月下闸蓄水，2005年1月首台机组并网发电，2005年12月全部机组投产发电</p></td>"
周宁抽水蓄能电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=2037,No description
永泰抽水蓄能电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=2036,No description
小杞水电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3106,No description
厦门抽水蓄能电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=2027,No description
西陂水电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3107,No description
溪尾水电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3109,No description
大目溪水电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1601,No description
华口水电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3105,No description
上白石水电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1604,No description
绵良水电站,其他电站12座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3108,No description
中纺水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3061,No description
渔家洲水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3075,No description
涌溪四级电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1186,No description
涌溪三级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1955,No description
兴田水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3082,No description
杨溪头水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3101,No description
岩前水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3094,No description
涌口水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1318,No description
鸭姆潭水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3057,No description
涌溪二级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1956,No description
新店水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3091,No description
新拿口水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3066,No description
溪仔口水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3104,No description
梧桐水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3092,No description
下洒口水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3067,No description
溪东水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3064,No description
下沙水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3071,No description
旺坑水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1957,No description
乌龙峡水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3053,No description
汶潭水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3089,No description
万安溪水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1086,No description
全控制水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2456,No description
永太水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2519,No description
汀州水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3097,No description
峡山水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2495,No description
龙王庙一级水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2486,No description
茅店水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2497,No description
泰和水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1749,No description
龙王庙二级水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2488,No description
寒信水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2492,No description
洪屏二期抽水蓄能电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2040,No description
流口水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2466,No description
井冈山水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1750,No description
高良坑水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2498,No description
嵩口坪水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3056,No description
薯沙溪水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1190,No description
台江水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3058,No description
赣县抽水蓄能电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2042,No description
桃路际水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3073,No description
上培水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1379,No description
沈家边水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3062,No description
千岭水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3065,No description
牛头山二级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3102,No description
山仔水库,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3123,No description
山美水库,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3117,No description
上杭水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3100,No description
南一水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1952,No description
南雅水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3086,No description
闽东水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1603,No description
美西水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3096,No description
芦上水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3084,No description
谟武水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3077,No description
南岐水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3055,No description
龙湘水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1600,No description
龙门滩一级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3090,No description
刘岐水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3093,No description
莲花山水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3081,No description
奉新抽水蓄能电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2041,No description
龙下水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3054,No description
峡江水电站,水利口管辖电站3座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1748,No description
石虎塘航电枢纽,水利口管辖电站3座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2490,No description
龙头山航电枢纽,水利口管辖电站3座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2524,No description
白鹅水电站,其他电站15座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2493,No description
万安水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1044,"<td class=""nr3"" align=""left""><p>      万安水电站位于江西赣江中游惶恐滩头，距万安县城上游2km，东临京九铁路，西接赣粤高速公路，南离江西南大门赣州市90km，北距英雄城南昌市320km。电厂以发电为主，兼有防洪、航运、灌溉和水产养殖等综合利用效益。坝址以上控制流域面积36900km<sup>2</sup>，多年平均流量942m<sup>3</sup>/s。水库总库容22.16亿m<sup>3</sup>，正常蓄水位100.00m，死水位90.00m。电站为Ⅰ等工程，主要建筑物为Ⅰ级，按照千年一遇洪水设计，万年一遇洪水校核，设计洪水位100.00m，校核洪水位100.70m。电站装机50万KW（5×10万KW），设计多年平均发电量15.16亿KWh。</p>
<p>　　电站为河床式布置，枢纽主要建筑物有左右岸非溢流坝、堰顶溢流坝、底孔溢流坝、河床式厂房、船闸、土石坝和左右岸灌溉渠首等。坝顶全长1104.00m，坝顶高程104.00m，最大坝高64.5m。左右岸非溢流坝长分别为73.5m和18m，溢流坝长328m。左岸表孔溢流坝段为外包常态混凝土的碾压混凝土坝，其余均为常态混凝土实体重力坝；右岸底孔坝段设10个7m×9m（宽×高）底孔，左岸表孔坝段设9个宽14m的表孔，均由弧形钢闸门控制，采用底流消能，消力池长度85m。右岸粘土心墙土石坝长430m，坝顶高程105m，最大坝高37m，坝顶设1.2m高防浪墙。</p>
<p>      工程于1978年5月正式动工，1990年11月第一台机组并网发电，1992年初期4台机组全部投产。1993年5月30日大坝正式下闸蓄水，船闸转入永久通航，1996年1月通过竣工验收。</p></td>"
上犹江水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1003,"<td class=""nr3"" align=""left""><p>      上犹江水电站位于江西省上犹县城西约20lm的陡水镇，是一座以发电为主，兼有防洪、灌溉、航运等综合效益的水力枢纽。坝址以上流域面积2750km<sup>2</sup>。水库正常蓄水位198.40m，最高洪水位200.60m，总库容8.22亿m<sup>3</sup>，属不完全年调节水库。电站总装机容量72MW，多年平均发电量2.33亿kw.h。</p>
<p>      电站枢纽由拦河坝、溢洪道、泄洪隧洞、发电厂房、开关站和过木筏道等组成。拦河坝为混凝土重力坝，坝顶全长153m。坝顶高程202.50m，最大坝高67.50m。河床部位布置5孔溢洪道，孔口尺寸12m×7m，堰顶高程184.50m，均由平板定轮钢闸门控制，消能方式为鼻坎挑流消能。泄洪隧洞位于右岸，全长310m，内径7m。发电厂房设在溢流坝段的空腹内，装有4台18MW的水轮发电机组。</p>
<p>      上犹江水电站于1955年3月电站正式开工，1957年8月大坝蓄水，同年11月4#机组并网发电，12月3#机组和2#机组相继投产发电，1#机组于1959年8月正式投运，工程完建。　</p></td>"
罗湾水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1028,"<td class=""nr3"" align=""left""><p>　　罗湾水电站位于江西省西北部靖安县境内，为北潦河南北支流跨流域开发的引水式水电站。电站以发电为主，兼有防洪、灌溉等综合利用效益。坝址以上控制流域面积1502km<sup>2</sup>，水库总库容7700万m<sup>3</sup>，为多年调节水库。电站总装机容量为21MW，设计多年平均发电量5920万KW·h。工程为三等工程，大坝为3级建筑物，洪水标准采用50年一遇洪水设计，500年一遇洪水校核；水库正常蓄水位369.00m，死水位350.00m，设计洪水位369.12m，下泄流量845.00m<sup>3</sup>/s；校核洪水位369.82m，下泄流量1142.00m<sup>3</sup>/s。</p>
<p>　　电站枢纽主体工程设有拦河坝、引水发电系统及地下厂房系统。拦河坝为混凝土重力坝（内包部分浆砌块石），坝顶高程372.2m，最大坝高47.2m。坝顶长度181.8m。由15个坝段组成，其中溢流坝段4个，左右岸非溢流坝段11个；溢流坝段布置在河床部位，全长62m，采用鼻坎挑流消能，堰顶高程362m，设有4扇钢质弧形闸门，尺寸为12m×7.6m（宽×高，下同）。另外，在1#与2#闸孔之间的中墩下部坝体内布置一个1m×2m的泄水底孔。</p>
<p>     罗湾电站于1968年3月动工兴建，1971年3月停工，1973年5月复工，1978年5月第一台机组投产发电，1981年12月大坝基本建成，1983年3月正式竣工验收。</p></td>"
柘林水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1027,"<td class=""nr3"" align=""left""><p>      柘林水电站位于赣西北修河中游末端的永修县柘林镇附近，是一座以发电为主,兼有防洪、灌溉、航运和水产养殖等综合效益的大型水利水电工程。坝趾控制流域面积9340km<sup>2</sup>，为多年调节水库。水库正常蓄水位65m，相应库容50.17亿m<sup>3</sup>；设计洪水位70.13m，相应库容为67.71亿m<sup>3</sup>；校核洪水位73.01m，相应库容79.2亿m<sup>3</sup>（总库容）。电站原设计总装机容量180MW（4×45MW），保证出力55.9MW，多年平均发电量6.3亿kw.h。后扩建2×120MW机组，电站最终总装机容量为420MW。</p>
<p>      电站枢纽工程有主坝、三座副坝、两座溢洪道、泄空洞、发电引水系统厂房、灌溉隧洞和通航建筑物等。主坝为粘土及混凝土防渗心墙土石坝，设计坝顶高程73.5m（防浪墙顶高程75.2m），最大坝高63.5 m，坝顶长590.75m。Ⅰ副坝为均质土坝、设计坝顶高程73.4m（防浪墙顶高程74.6m），最大坝高20.7m，坝顶长455.6m。Ⅱ副坝为坝高3m的粘土心墙坝，坝顶高程74.8m，坝顶长18m。Ⅲ副坝为混凝土防渗心墙均质土坝，设计坝顶高程73.4m（防浪墙顶高程74.4m），最大坝高18.4m，坝顶长225m。第一溢洪道位于主坝右岸，为3孔陡槽式溢洪道，孔口尺寸12m×7m（宽×高），三级底流消能，堰顶高程54m，最大泄量3620m<sup>3</sup>/s。第二溢洪道位于Ⅰ副坝左端，为7孔开敞式溢洪道，孔口宽11m，面流消能，堰顶高程54m，最大泄量11270 m<sup>3</sup>/s。泄洪洞位于主坝左岸山头内，为压力隧洞式，洞径8m，进口底板高程35m，两极底流消能，最大泄量990m<sup>3</sup>/s。发电进水闸和接头混凝土重力坝紧靠主坝左端，与主坝共同组成一道挡水建筑物。</p>
<p>      柘林水电站工程于1958年秋季开工兴建，1962年5月停工缓建，1970年8月复工续建。1972年1月水库正式下闸蓄水，同年8月第一台机组投产发电，1975年6月四台机组全部并网发电，1985年12月进行了正式竣工验收，工程投入正常运用。</p></td>"
江西江口水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1002,"<td class=""nr3"" align=""left""><p>      江西江口水电站位于江西省赣江支流袁河中游的新余市江口镇上游，是一座以发电为主，兼有防洪、灌溉、给水、养殖、航运、旅游等综合利用的大型水利枢纽工程。坝址以上控制流域面积3900km<sup>2</sup>，正常蓄水位72m，设计总库容8.9亿m<sup>3</sup>，为不完全年调节水库。水库死水位65.7m，设计洪水位74.4m，校核洪水位76.0m。</p>
<p>      电站枢纽工程由主坝、8座副坝、左岸溢洪道、右岸溢洪道、引水系统、厂房、开关站等建筑物组成。主坝为碾压式均质土坝，上下游坝面军用干砌石护坡，坝顶高程78.36m，最大坝高33.36m，坝顶全长467m，坝宽10.5m。左岸溢洪道由进水渠、一级堰（3孔泄洪闸）、一级消力池、二级堰和尾水渠5部分组成，全长440m。右岸溢洪道由引水渠、泄洪闸（2孔）、泄水渠、出口段和导水坝五部分组成。8座副坝坝顶高程为77.89m~78.16m，最大坝高为4.4m~19.0m。各副坝上、下游坝面分别为块石护坡和草皮护坡。发电引水系统位于主坝与左岸溢洪道之间，进水闸为钢筋混凝土与土石混合式闸坝，四条压力管为钢筋混凝土结构。</p>
<p>      工程于1958年8月1日动工兴建。1959年9月水库开始蓄水，1961年基本完工。</p></td>"
居龙滩水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1268,No description
金山水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3099,No description
抱子石水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1261,"<td class=""nr3"" align=""left""><p>      抱子石水电站位于江西省修水县下游约14.50km的修河干流上，是修河干流开发10个梯级电站中的第6个梯级，也是修河上游河段最末一级电站。工程以发电为主，兼有灌溉和旅游等综合效益。水库总库容0.53亿m<sup>3</sup>，正常蓄水位93.50m，属日调节水库。电站总装机容量40MW，年平均发电量1.2275亿KW·h。</p>
<p>      电站枢纽工程包括拦河坝、引水发电厂房系统及开关站等。拦河坝全长640.60m，坝顶高程96.50m，由左岸匀质土坝、河床混凝土溢流闸坝、右岸河床式小电站厂房坝段与右岸混凝土重力坝组成。其中，左岸匀质土坝全长340.60m（含土坝接头段），最大坝高21.50m，坝顶宽5.50m；河床混凝土溢流闸坝最大坝高23.50m，坝顶宽5.50m，坝顶长191m，布置11孔开敞式溢流表孔，孔口尺寸为14.0m×11.50m（宽×高），堰顶高程82.00m。溢流闸坝采用底流消能，溢流堰下部接消力池；右岸5号坝段，长21m；右岸重力坝长度88m，分为4个坝段，最大坝高23.50m，坝顶宽7m。 发电引水系统布置在修河右岸，主要建筑物包括引水渠、尾水渠及厂区建筑物。引水渠全长937.35m，其中718.39m为水库库内清库段，清库段进口位于拦河坝右岸上游约200m处，紧接清库段长218.96m，渠底宽由35m渐变至26.15m，与厂房进水口衔接。厂区建筑物包括河床式进水口、主厂房、下游副厂房、安装场及开关站。厂区建筑物沿厂房轴线总长119.61m，从右至左依次为1号和2号重力坝段、厂房主机段、安装场和回车场。其上、下游布置重力式挡水结构。</p>
<p>      电站主体工程于2001年11月2日正式动工，2004年1月16日一期工程下闸蓄水，2004年10月大坝主体工程全部完成，2005年1月通过竣工安全鉴定。</p></td>"
金钟水库,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3119,No description
洪屏抽水蓄能电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=2026,"<td class=""nr3"" align=""left""><p>
</p><p>    江西洪屏抽水蓄能电站位于江西省靖安县境内。电站总装机容量1200MW（4×300MW），为周调节水库。枢纽建筑主要包括上水库、下水库、输水系统、地下厂房洞室群、地面开关站等，属一等大（1）型工程。上水库主副坝、下水库大坝、泄洪建筑物等主要永久性建筑物为1级建筑物。</p>
<p>    上水库建筑工程包括主坝、西副坝、西南副坝、库底及库岸防渗、环库公路等。主坝为混凝土重力坝，坝顶高程737.5m，坝顶宽度7m，坝顶长度104.1m；西副坝为钢筋混凝土面板堆石坝，坝顶高程738.9m，坝顶长度367.5m，坝顶宽度7m；西南副坝为钢筋混凝土面板堆石坝，坝顶高程738.9m，坝顶长度311.6m，坝顶宽度8.65m。上水库总库容2960万m<sup>3</sup>，校核洪水位（P=0.02%）735.45m，设计洪水位（P=0.2%）734.78m，正常蓄水位733.0m，死水位716.0m。泄水建筑物为2孔溢流表孔，每孔净宽9.0m，不设闸门，溢流堰堰顶高程733.00m，校核洪水位时泄量为151.0m<sup>3</sup>/s，挑流消能。</p>
<p>    下水库挡水建筑物为碾压混凝土重力坝，坝顶高程185.5m，坝顶长度181.25m。下水库总库容6163万m<sup>3</sup>，校核洪水位（P=0.02%）184.11m，设计洪水位（P=0.2%）183.29m，正常蓄水位181.0m，死水位163.0m。泄水建筑物为3孔溢流表孔，堰顶高程169.50m，每孔净宽13.0m，溢流堰堰顶高程169.50m，校核洪水位时泄量为4433m<sup>3</sup>/s，挑流消能；溢流表孔采用弧形闸门控制，弧门尺寸为13.0m×12.5m（宽×高），由液压启闭机操作，弧门前设一道平板检修闸门，由坝顶门机启闭。</p>
<p>    主体工程于2012年2月开工，2015年12月19日上水库下闸蓄水，2015年8月8日下水库下闸蓄水，2016年7月21日首台机组投产发电，2016年12月8日全部机组投产发电。</p>
<p></p></td>"
洪门水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1001,"<td class=""nr3"" align=""left""><p>　　洪门水电站位于江西省抚河支流黎滩河中游，下游距南城县洪门镇2km。工程任务以发电为主，兼有防洪、灌溉和养殖等综合利用效益。本工程为二等工程，主要建筑物为2级，次要建筑物为3级。拦河坝和溢洪道洪水标准为百年一遇洪水设计，二千年一遇洪水校核。水库总库容12.14亿m<sup>3</sup>，电站装机5台总容量42MW。</p>
<p>      枢纽主要建筑物有主坝、副坝、进水口、发电引水隧洞、调压井、发电厂房、开关站、溢洪道、非常溢洪道自溃坝等。主坝为粘土心墙坝，坝高38.7m，坝顶高程107.5m，防浪墙顶高程108.5m，坝顶长278m，宽5m。粘土心墙渐变为粘土斜墙风化料坝壳副坝，坝高7.8m，坝顶高程105m，防浪墙顶高程106.75m，坝顶宽4m，坝顶长156m。溢洪道堰顶高程91.4m，3孔9×12m。自溃坝为粘土心墙砂砾石坝，坝高7.25m，坝顶高程104.25m，坝顶宽4m，坝顶长104.75m，坝顶设3个引冲槽，槽顶高程103.7m，粘土心墙顶高程103.6m。自溃坝最大引冲水头0.65m，当堰前水位104.99m时，自溃坝必须全部溃决。</p>
<p>      洪门水电站于1958年7月开工，1960年2月26日蓄水，1962年9月停工，1964年5月复工，1969年7月1日首台机发电，1978年4月5台机全部投产发电。1980年8月补强加固工程开工，1983年11月竣工并通过验收。1995年4月通过首次大坝安全定期检查。 </p></td>"
东津水电站,注册电站10座,江西省,http://www.dam.com.cn/damView/view.jsp?id=1113,"<td class=""nr3"" align=""left""><p>      东津水电站江西省修水县境内，距修水县城约37km，坝址以上控制流域面积1080km<sup>2</sup>，多年平均流量30.2m<sup>3</sup>/s，水库总库容7.95亿m<sup>3</sup>，具有多年调节性能。电站装机容量60MW，多年平均发电量1.164亿KW·h，是一座以发电为主，兼有防洪、灌溉、养殖等综合效益的大（2）型水电工程。水库正常蓄水位190.00m，洪水标准按百年一遇设计，万年一遇洪水校核。</p>
<p>      工程枢纽建筑物主要有拦河坝、左岸开敞式溢洪道、右岸山脊梁处理工程、发电引水隧洞、地面式厂房和开关站，以及由导流洞改建的防空洞等。拦河坝为钢筋混凝土面板堆石坝，坝顶高程200.50m，最大坝高85.5m，坝顶长326m，坝顶宽6m。开敞式岸边溢洪道位于大坝左岸，溢洪道共设2个溢流孔，每孔净宽12m，安装2扇12m×6.7m（宽×高）的平板钢闸门。溢洪道过流净宽27.60m，堰顶高程183.50m，设计最大下泄流量3495m<sup>3</sup>/s，采用挑流消能。</p>
<p>      东津水电站工程于1992年元月开工兴建，1995年5月下闸蓄水，同年7月首台机组并网发电，1998年3月完成竣工安全鉴定工作，2000年1月通过竣工验收。</p></td>"
将口水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3083,No description
惠女水库,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3120,No description
黄潭水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3076,No description
黄埠水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3072,No description
霍口水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1602,No description
后垄溪二级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1513,No description
合水口水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3074,No description
官蟹水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3059,No description
古田溪四级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1082,No description
古田溪三级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1081,"<td class=""nr3"" align=""left""><p>    古田溪三级水电站坝址控制流域面积1697km<sup>2 </sup>，水库总库容1490万m<sup>3</sup>，为日调节水库，校核洪水位（P＝0.5％）137.50m、设计洪水位（P＝2％）136.70m、正常蓄水位129.00m。电站装机容量为42MW。工程属三等工程，主要建筑物包括拦河坝、坝后厂房和开关站等。拦河坝为钢筋混凝土平板支墩坝，最大坝高43.00m，坝顶设自由溢流式溢洪道，最大泄量为4320m3/s，采用挑流消能。工程于1961年6月蓄水，1973年全部建成并网发电。</p></td>"
贵岭水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3078,No description
高唐水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1321,No description
后垄溪一级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1509,No description
高坊水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3068,No description
峰头水库,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3121,No description
富屯溪东关水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3063,No description
坊上水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3070,No description
东圳水库,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3118,No description
东溪一级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3079,No description
丰海水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1323,No description
东溪二级水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3080,No description
大洲水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3060,No description
大灌水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3103,No description
黛溪大坝,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1381,No description
宸前水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3085,No description
坂面水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3088,No description
大干水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3069,No description
安丰桥水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=3087,No description
周宁水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1192,No description
